Game Title,HollowPoiint Videos,Sample Video URL,Sample Video Title,Steam URL,Steam App ID,Price (USD),Genres,Categories,Developer,Publisher,AAA / Indie,Steam Deck,Release Date,Review Count,Metacritic,Short Description,Platforms
Grounded,1,https://youtube.com/watch?v=MI5FbWXVh9s,Grounded - Part 4 - KILLING MY FIRST SPIDER (TERRIFYING),https://store.steampowered.com/app/962130,962130,$39.99,"Action, Adventure","Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing",Obsidian Entertainment,Xbox Game Studios,AAA,Verified,"Sep 27, 2022","73,112 reviews",83,"The world is a vast, beautiful and dangerous place – especially when you have been shrunk to the size of an ant. Can you thrive alongside the hordes of giant insects, fighting to survive the perils of",Windows
This Photo Realistic Game is DISTURBING,1,https://youtube.com/watch?v=8A0166IOnE4,This Photo Realistic Game is DISTURBING..,,,,,,,,,,,,,,
I will now delete this game,1,https://youtube.com/watch?v=tanYr4cDSqE,I will now delete this game..,,,,,,,,,,,,,,
SHE IS LITERALLY CRAWLING and I dont know how to act,1,https://youtube.com/watch?v=I8ZC_6CLcHA,SHE IS LITERALLY CRAWLING and I dont know how to act..,,,,,,,,,,,,,,
I PLAYED A NEW PSYCHOLOGICAL HORROR GAME,1,https://youtube.com/watch?v=9z_m6XDckyg,I PLAYED A NEW PSYCHOLOGICAL HORROR GAME..,,,,,,,,,,,,,,
Saints Row The Third Remastered,1,https://youtube.com/watch?v=XW70mgyAg3A,Saints Row The Third Remastered - Part 8 - ZOMBIE OUTBREAK! 💀,https://store.steampowered.com/app/55380,55380,$14.99,Action,"Single-player, Multi-player, Co-op, Downloadable Content, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",Volition,Deep Silver,AAA,Unknown,"Jan 17, 2012",120 reviews,,"Professor Genki invites you to be the main contestant on Genkibowl VII! Featuring games themed by the Genki Girls Angry Tiger, Sexy Kitten and Sad Panda, see if you can beat Genkibowl and gain them an","Windows, Linux"
Resident Evil 8: Village,1,https://youtube.com/watch?v=D_5NbWV-1rU,Resident Evil 8: Village - PLAYSATION 5,,,,,,,,,,,,,,
LA NOIRE,1,https://youtube.com/watch?v=6LJi7SqfbFg,LA NOIRE - THE ABANDONED CHURCHED (CREEPY) 😳 - Part 12,https://store.steampowered.com/app/110800,110800,$19.99,"Adventure, Strategy","Single-player, Steam Achievements, Partial Controller Support","Team Bondi, Rockstar Leeds",Rockstar Games,AAA,Playable,"Nov 8, 2011","30,194 reviews",83,"In his fight to climb the ranks and do what's right, LAPD detective Cole Phelps must unravel the truth behind a string of arson attacks, conspiracies, and brutal murders, battling the L.A. underworld ",Windows
MORTAL KOMBAT 10 STORY,1,https://youtube.com/watch?v=Jf2nNoQcmSs,MORTAL KOMBAT 10 STORY - Part 4 - THIS IS DISTURBING,,,,,,,,,,,,,,
I CANT BELIEVE THIS,1,https://youtube.com/watch?v=9ECgJ97jTls,I CANT BELIEVE THIS.. | The Beast Inside ENDING - Part 10,https://store.steampowered.com/app/1822660,1822660,,"Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","WalGallen, Etherlight","WalGallen, Etherlight",Indie,Unknown,To be announced,No reviews,,A Gameboy Color and Anime inspired adventure game with RPG elements. Find magic powers on the go and obtain special ones to defeat your enemies and clear puzzle-filled dungeons in a semi-open world of,Windows
NO..NO..NO,1,https://youtube.com/watch?v=dDMXOREw8u0,NO..NO..NO!! | The Beast Inside - Part 9,https://store.steampowered.com/app/3767320,3767320,Free,"Adventure, Casual, RPG, Simulation, Free To Play","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer",LilliLandia Games,LilliLandia Games,Indie,Unknown,To be announced,No reviews,,"Shrink down and reimagine your desk as a whimsical world in Animula Nook, a cozy miniature life sim. Craft your homes from odds and ends, grow giant crops, style your OOTD, and explore the enchanting ",Windows
THE HAUNTED MINE CAVE,1,https://youtube.com/watch?v=NEB1HRJFmjU,THE HAUNTED MINE CAVE | The Beast Inside - Part 7,,,,,,,,,,,,,,
ITS SO GOOD,1,https://youtube.com/watch?v=dAyosIQtsu0,ITS SO GOOD! | Resident Evil 3 Remake (Full Demo),,,,,,,,,,,,,,
THIS GAME IS PLAYING WITH MY MIND,1,https://youtube.com/watch?v=v6NEmDMNoQA,THIS GAME IS PLAYING WITH MY MIND | The Beast Inside - Part 6,,,,,,,,,,,,,,
"OKAY, TOO MANY JUMPSCARES",1,https://youtube.com/watch?v=INV-OI6TRN4,"OKAY, TOO MANY JUMPSCARES | The Beast Inside - Part 5",,,,,,,,,,,,,,
THEY ARE WATCHING US,1,https://youtube.com/watch?v=SiXL7iNTUYs,THEY ARE WATCHING US | The Beast Inside - Part 4,,,,,,,,,,,,,,
THIS GAME HAS ME PARANOID,1,https://youtube.com/watch?v=W3dEyt44CZ4,THIS GAME HAS ME PARANOID! | The Beast Inside - Part 3,,,,,,,,,,,,,,
THE ABANDONED FARMHOUSE,1,https://youtube.com/watch?v=fMBsAT6ce_U,THE ABANDONED FARMHOUSE | The Beast Inside - Part 2,,,,,,,,,,,,,,
THIS GAME IS TWISTED,1,https://youtube.com/watch?v=A-MLnTL0EVM,THIS GAME IS TWISTED!! | Little Nightmares ENDING - Part 3,,,,,,,,,,,,,,
Everyone Said This Game is TERRIFYING,1,https://youtube.com/watch?v=Yy2ParDuZQM,Everyone Said This Game is TERRIFYING | The Beast Inside - Part 1,,,,,,,,,,,,,,
GOODBYE LEE 😢,1,https://youtube.com/watch?v=pj5eX86Z9sM,GOODBYE LEE 😢 | The Walking Dead Season 1 - Episode 5 ENDING (Part 2),,,,,,,,,,,,,,
Indonesian Horror Games Are Terrifying,1,https://youtube.com/watch?v=0nV2oBYg8uE,Indonesian Horror Games Are Terrifying,,,,,,,,,,,,,,
RUN RUN RUN,1,https://youtube.com/watch?v=WZFY3lD6Hwo,RUN RUN RUN! | Little Nightmares - Part 2,https://store.steampowered.com/app/1714070,1714070,$2.99,"Casual, Indie, Racing","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Family Sharing",Games Dot Value,Games Dot Value,Indie,Unknown,"Oct 12, 2021",No reviews,,"Run, jump, dodge, accumulate points or just disturb the other players, BUT RUN AWAY FROM THE CROCODILE!",Windows
LEE'S SACRIFICE,1,https://youtube.com/watch?v=JSl6kkNqFfo,LEE'S SACRIFICE | The Walking Dead Season 1 - Episode 5 (Part 1),,,,,,,,,,,,,,
THIS GAME HAS MENTALLY BROKEN ME,1,https://youtube.com/watch?v=dCRZztvN6ro,THIS GAME HAS MENTALLY BROKEN ME | Locked Up,,,,,,,,,,,,,,
THIS IS GOODBYE FOREVER,1,https://youtube.com/watch?v=uPgEAZddQwQ,THIS IS GOODBYE FOREVER | Infliction - Part 5 (ENDING),,,,,,,,,,,,,,
The Most REALISTIC Horror Game Ever,1,https://youtube.com/watch?v=dJS8v9hlk7A,The Most REALISTIC Horror Game Ever..,,,,,,,,,,,,,,
THE BEGINNING OF SOMETHING STRANGE,1,https://youtube.com/watch?v=sQl5VPoayjs,THE BEGINNING OF SOMETHING STRANGE | Little Nightmares - Part 1,,,,,,,,,,,,,,
WELCOME TO THE INSANE ASYLUM,1,https://youtube.com/watch?v=7lQk_7ofZqs,WELCOME TO THE INSANE ASYLUM | Infliction - Part 4,,,,,,,,,,,,,,
SO.. I Played a Japanese Horror Game,1,https://youtube.com/watch?v=RY3M0Jx3V_I,SO.. I Played a Japanese Horror Game,,,,,,,,,,,,,,
LEE GOT BITTEN 😢,1,https://youtube.com/watch?v=wulhVpwndpE,LEE GOT BITTEN 😢 | The Walking Dead Season 1 - Episode 4 ENDING (Part 2),,,,,,,,,,,,,,
I QUIT,1,https://youtube.com/watch?v=qshZJ4Z8cbY,I QUIT | Infliction - Part 3,https://store.steampowered.com/app/2255970,2255970,$14.99,"Adventure, Casual, RPG","Single-player, Family Sharing",地蔵サバイバルナイト,Hanabi Games,Indie,Playable,"Jun 9, 2023",No reviews,,"Demon King Nacht's castle has been attacked! In order to find out who was behind the attack, Nacht used her ability to go back in time. After one investigation, Nahat found that things were not simple",Windows
THE TITANIC BUT ITS HAUNTED,1,https://youtube.com/watch?v=j6W4ync4UdQ,THE TITANIC BUT ITS HAUNTED.. | Under,,,,,,,,,,,,,,
SHES WALKING ON WALLS,1,https://youtube.com/watch?v=84CAk3oR_6A,SHES WALKING ON WALLS!! | Infliction - Part 2,,,,,,,,,,,,,,
This Horror Game Did Things To Me I CANNOT EXPLAIN,1,https://youtube.com/watch?v=MLqZqQ1V-uA,This Horror Game Did Things To Me I CANNOT EXPLAIN.. | Infliction,,,,,,,,,,,,,,
THE BOY ZOMBIE 😢,1,https://youtube.com/watch?v=wegga5FZe0M,THE BOY ZOMBIE 😢 | The Walking Dead Season 1 - Episode 4 (Part 1),,,,,,,,,,,,,,
The New Photo Realistic HORROR GAME,1,https://youtube.com/watch?v=99rkgo0koMs,The New Photo Realistic HORROR GAME.. | Twin Soul,,,,,,,,,,,,,,
TEARS OF SADNESS 😢,1,https://youtube.com/watch?v=-k3R7Vmh5SM,TEARS OF SADNESS 😢 | The Walking Dead Season 1 - Episode 3 ENDING (Part 2),,,,,,,,,,,,,,
OUR GROUP IS FALLING APART 😢,1,https://youtube.com/watch?v=gHycGfPPhUs,OUR GROUP IS FALLING APART 😢 | The Walking Dead Season 1 - Episode 3 (Part 1),,,,,,,,,,,,,,
I HATE JUMPSCARES,1,https://youtube.com/watch?v=DQi9FfGnb9A,I HATE JUMPSCARES!! | Firewatch - Part 3,,,,,,,,,,,,,,
A VERY CREEPY ENDING,1,https://youtube.com/watch?v=A_dBFNOvugQ,A VERY CREEPY ENDING | The Walking Dead Season 1 - Episode 2 ENDING (Part 2),,,,,,,,,,,,,,
Im never playing this game again,1,https://youtube.com/watch?v=cFkKnVzLBjg,Im never playing this game again..,,,,,,,,,,,,,,
STARVING FOR FOOD,1,https://youtube.com/watch?v=UP80NLo2rUg,STARVING FOR FOOD! | The Walking Dead Season 1 - Episode 2 (Part 1),,,,,,,,,,,,,,
This Game is HILARIOUS,1,https://youtube.com/watch?v=7WqfSV5h1-s,This Game is HILARIOUS..,,,,,,,,,,,,,,
THE ENDING,1,https://youtube.com/watch?v=7_theaz-45w,THE ENDING | The Walking Dead Season 1 - Episode 1 ENDING (Part 4),https://store.steampowered.com/app/428060,428060,Free,Indie,Single-player,Millia Soft,Millia Soft,Indie,Verified,"Jan 8, 2016",No reviews,,Millia -The ending- is a visual novel made by Millia Soft using Ren'py. The game was successfully funded on kickstarter.com in early 2015.,Windows
RESCUING GLENN,1,https://youtube.com/watch?v=YF7ChArkSU0,RESCUING GLENN | The Walking Dead Season 1 - Episode 1 (Part 3),,,,,,,,,,,,,,
THE ZOMBIE ATTACK,1,https://youtube.com/watch?v=jCAEtNKB2KY,THE ZOMBIE ATTACK | The Walking Dead Season 1 - Episode 1 (Part 2),,,,,,,,,,,,,,
THIS GAME IS GETTING CREEPY,1,https://youtube.com/watch?v=WdczUDz2kUI,THIS GAME IS GETTING CREEPY - Batman: Arkham Origins - Part 9,,,,,,,,,,,,,,
8 YEARS LATER,1,https://youtube.com/watch?v=P-4T4d8V0N4,8 YEARS LATER | The Walking Dead Season 1 - Episode 1 (Part 1),,,,,,,,,,,,,,
YOUNG BATMAN IS SCARY,1,https://youtube.com/watch?v=YL8xKxI02eU,YOUNG BATMAN IS SCARY - Batman: Arkham Origins - Part 2,,,,,,,,,,,,,,
ITS REAL,1,https://youtube.com/watch?v=N1a_d-tn83o,ITS REAL! - Resident Evil 3 REMAKE Trailer Reaction,https://store.steampowered.com/app/1662510,1662510,,"Action, Adventure, Casual, Indie, RPG, Early Access","Single-player, Family Sharing",Rat Skull Media,Rat Skull Media,Indie,Unknown,To be announced,No reviews,,"A quirky RPG borne by chaos. Smith in the belly of a gored dragon! Fight a spider-tree! Mine a glyph beast to death! Switch up gear and classes in the heat of battle to fell foes. Make choices, cause ","Windows, Mac, Linux"
ZOMBIES,1,https://youtube.com/watch?v=Bz2VqtXIlKg,ZOMBIES.. | Uncharted 3 - Part 2,https://store.steampowered.com/app/1922560,1922560,$29.99,"Action, Casual, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases",PopCap,Electronic Arts,AAA,Unsupported,"May 16, 2022","41,959 reviews",82,"Ready the Peashooters and prepare for the craziest, funniest shooter in the universe: Plants vs. Zombies Garden Warfare 2.",Windows
Death Stranding,1,https://youtube.com/watch?v=9YWNRt5Abac,Death Stranding - Part 12 | This Dude is CREEPY,https://store.steampowered.com/app/3280350,3280350,$69.99,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Cloud, HDR available, Family Sharing","KOJIMA PRODUCTIONS, Nixxes Software ","PlayStation Publishing LLC, KOJIMA PRODUCTIONS",AAA,Unknown,"Mar 19, 2026","7,714 reviews",,"Sam – with companions by his side – sets out on a new journey to save humanity from extinction. Join them as they traverse a world beset by otherworldly enemies, obstacles and a haunting question: sho",Windows
HUNTING THE CREEPY PROFESSOR PYG,1,https://youtube.com/watch?v=fk30u8SMLV8,HUNTING THE CREEPY PROFESSOR PYG! - Batman: Arkham Knight - Part 18,,,,,,,,,,,,,,
THE FUNNIEST GAME OF 2019,1,https://youtube.com/watch?v=dui_eZ55Xxk,THE FUNNIEST GAME OF 2019..,,,,,,,,,,,,,,
WORST JUMPSCARE EVER,1,https://youtube.com/watch?v=YfuCNGEF-WA,WORST JUMPSCARE EVER! - Batman: Arkham Knight - Part 5,,,,,,,,,,,,,,
GEARS 5,1,https://youtube.com/watch?v=WriY5TO97vU,GEARS 5 Walkthrough Gameplay - Part 5 - THIS IS CREEPY!,https://store.steampowered.com/app/1097840,1097840,$29.99,"Action, Adventure","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, In-App Purchases, Partial Controller Support, Steam Cloud, Includes level editor, Family Sharing",The Coalition,Xbox Game Studios,AAA,Playable,"Sep 9, 2019","19,983 reviews",82,"From one of gaming’s most acclaimed sagas, Gears is bigger than ever. With all-out war descending, Kait Diaz breaks away to uncover her connection to the enemy and discovers the true danger to Sera – ",Windows
Man of Medan,1,https://youtube.com/watch?v=zUBhXQeLZIY,Man of Medan - ENDING,https://store.steampowered.com/app/939850,939850,$19.99,Adventure,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",Supermassive Games,BANDAI NAMCO Entertainment Europe,AAA,Unsupported,"Aug 29, 2019","8,783 reviews",75,"The Dark Pictures Anthology is a series of stand-alone, branching cinematic horror games that can also be played online with a friend. In Man of Medan, five friends set sail on a holiday diving trip t",Windows
THE GHOST SHIP,1,https://youtube.com/watch?v=Z8gNS4BHpbc,THE GHOST SHIP - Man of Medan - Part 3,https://store.steampowered.com/app/1896420,1896420,$9.99,"Action, Adventure, Strategy","Single-player, Steam Achievements, Partial Controller Support, Family Sharing","Ryan Morin, Joshua Mildenhall","Ryan Morin, Joshua Mildenhall",Indie,Unsupported,"Jun 30, 2022",No reviews,,"Psychological horror game based on an old cursed ghost ship. Navigate the town of Hollow Point, and the accursed ship while trying to keep from going insane. Run, hide, and fight your way through the ",Windows
THE JUMPSCARES DONT STOP,1,https://youtube.com/watch?v=sOnk8hb0L1o,THE JUMPSCARES DONT STOP! - Man of Medan - Part 2,,,,,,,,,,,,,,
THIS GAME IS TERRIFYING,1,https://youtube.com/watch?v=_wOvexFww_Q,THIS GAME IS TERRIFYING! - Man of Medan - Part 1,,,,,,,,,,,,,,
NEW DYING LIGHT 2,1,https://youtube.com/watch?v=qaNBgstqalg,NEW DYING LIGHT 2 Gameplay..,,,,,,,,,,,,,,
The Most Realistic HORROR GAME,1,https://youtube.com/watch?v=aQ3_JCtFaVg,The Most Realistic HORROR GAME..,,,,,,,,,,,,,,
A SAD ENDING,1,https://youtube.com/watch?v=hwvkEkCvYyk,A SAD ENDING - The Last of Us: Left Behind - The End,,,,,,,,,,,,,,
THE BEGINNING,1,https://youtube.com/watch?v=Qvw34gNQK0E,THE BEGINNING - The Last of Us: Left Behind - Part 1,https://store.steampowered.com/app/1687200,1687200,$5.99,"Action, Adventure, Indie, Strategy","Single-player, Family Sharing","game MN productions, Maximilian Nowak","game MN productions, Maximilian Nowak",Indie,Unknown,"Aug 10, 2023",No reviews,,Fate chapter 2 is a psychological horror game from the first person perspective and offers a complete story and experience. The game includes many different regions and puzzles. See you right around a,Windows
THIS ENDING WAS AMAZING😫,1,https://youtube.com/watch?v=weOi0T9-k7E,THIS ENDING WAS AMAZING😫 | The Last of Us - ENDING,,,,,,,,,,,,,,
SAVE ELLIE NO MATTER WHAT,1,https://youtube.com/watch?v=EAjab9bAN4M,SAVE ELLIE NO MATTER WHAT! | The Last of Us - Part 12,,,,,,,,,,,,,,
TAKEN 😱,1,https://youtube.com/watch?v=zHW1l7Bjzqw,TAKEN 😱 | The Last of Us - Part 11,,,,,,,,,,,,,,
THIS GAME IS PLAYING WITH MY FEELINGS 😫,1,https://youtube.com/watch?v=eTNK0Jqabik,THIS GAME IS PLAYING WITH MY FEELINGS 😫 | The Last of Us - Part 10,,,,,,,,,,,,,,
JOEL AND ELLIE FOREVER,1,https://youtube.com/watch?v=MB0PE-SdqO0,JOEL AND ELLIE FOREVER! | The Last of Us - Part 9,,,,,,,,,,,,,,
The NEW Zombie Mai Tai Camo...💀,1,https://youtube.com/watch?v=ZQgu1gxkRXo,The NEW Zombie Mai Tai Camo...💀,,,,,,,,,,,,,,
SAM'S BIT 😥,1,https://youtube.com/watch?v=DnTFtTpSCIU,SAM'S BIT 😥 | The Last of Us - Part 8,,,,,,,,,,,,,,
THE LOST ISLAND,1,https://youtube.com/watch?v=uRN8B5PyINA,THE LOST ISLAND | The Last of Us - Part 7,https://store.steampowered.com/app/3446020,3446020,$0.99,"Action, Adventure, Indie","Single-player, Family Sharing",Belal Chomany,KURDISH PROJECT,Indie,Unknown,"Feb 10, 2025",No reviews,,"A lonely warrior to find a plant, that has caused the extinction of the tribes.",Windows
ELLIE SAVES JOEL,1,https://youtube.com/watch?v=LxJThkjaP9s,ELLIE SAVES JOEL | The Last of Us - Part 6,,,,,,,,,,,,,,
IM OFFICIALLY SCARED OF THIS GAME,1,https://youtube.com/watch?v=mI5IWRz5vE8,IM OFFICIALLY SCARED OF THIS GAME | The Last of Us - Part 5,,,,,,,,,,,,,,
MY FIRST BLOATER BOSS FIGHT😱,1,https://youtube.com/watch?v=Hei_bL-eyBE,MY FIRST BLOATER BOSS FIGHT😱 | The Last of Us - Part 4,,,,,,,,,,,,,,
DEATH,1,https://youtube.com/watch?v=pUHAawbvybk,DEATH | The Last of Us - Part 3,https://store.steampowered.com/app/3280350,3280350,$69.99,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Cloud, HDR available, Family Sharing","KOJIMA PRODUCTIONS, Nixxes Software ","PlayStation Publishing LLC, KOJIMA PRODUCTIONS",AAA,Unknown,"Mar 19, 2026","7,714 reviews",,"Sam – with companions by his side – sets out on a new journey to save humanity from extinction. Join them as they traverse a world beset by otherworldly enemies, obstacles and a haunting question: sho",Windows
THIS GAME IS SO BEAUTIFUL,1,https://youtube.com/watch?v=6X0A6fXI-LI,THIS GAME IS SO BEAUTIFUL | The Last of Us - Part 2,,,,,,,,,,,,,,
The Last of Us: 6 YEARS LATER,1,https://youtube.com/watch?v=CNyCRI4TamE,The Last of Us: 6 YEARS LATER,,,,,,,,,,,,,,
MY NEPHEWS FIRST TIME,1,https://youtube.com/watch?v=xAzzdQUtI5c,MY NEPHEWS FIRST TIME | Five Nights at Freddy's: Help Wanted,,,,,,,,,,,,,,
PLAYING THIS WAS A MISTAKE,1,https://youtube.com/watch?v=2kyMFmPltcU,PLAYING THIS WAS A MISTAKE - Five Nights at Freddy's: Help Wanted,,,,,,,,,,,,,,
THE MOST TERRIFYING CO-OP HORROR GAME,1,https://youtube.com/watch?v=jkJZzFKY800,THE MOST TERRIFYING CO-OP HORROR GAME! | Pacify Horror Game,,,,,,,,,,,,,,
THE ABANDONED MALL,1,https://youtube.com/watch?v=5_Gr1GfACy0,THE ABANDONED MALL - World War Z Game,,,,,,,,,,,,,,
WELCOME TO RUSSIA,1,https://youtube.com/watch?v=htCy9HlSPfE,WELCOME TO RUSSIA - World War Z Game,,,,,,,,,,,,,,
NUKED ALL THE ZOMBIES,1,https://youtube.com/watch?v=WRjTSwnKQPY,NUKED ALL THE ZOMBIES! - World War Z Game,,,,,,,,,,,,,,
1 PLAYER VS 1 MILLION ZOMBIES,1,https://youtube.com/watch?v=8hu4XKUUCzs,1 PLAYER VS 1 MILLION ZOMBIES - World War Z Game,,,,,,,,,,,,,,
UNLIMITED ZOMBIES,1,https://youtube.com/watch?v=WmSVa9yoOnM,UNLIMITED ZOMBIES! - World War Z Game,,,,,,,,,,,,,,
THE ZOMBIE APOCOLYPSE IS HERE,1,https://youtube.com/watch?v=Dt_-bZ-XS_E,THE ZOMBIE APOCOLYPSE IS HERE - World War Z Game,,,,,,,,,,,,,,
My First Game on Blackout ALCATRAZ,1,https://youtube.com/watch?v=xtudIM0YqCE,My First Game on Blackout ALCATRAZ..,,,,,,,,,,,,,,
I CANT STOP CRYING,1,https://youtube.com/watch?v=lm0fESBsaaI,I CANT STOP CRYING | The Walking Dead The Final Season Episode 4 - ENDING,,,,,,,,,,,,,,
IT ALL ENDS HERE,1,https://youtube.com/watch?v=kH0CKyFm7x0,IT ALL ENDS HERE! | The Walking Dead The Final Season Episode 4 - Part 1,,,,,,,,,,,,,,
So I Played The Michael Jackson HORROR GAME,1,https://youtube.com/watch?v=mdi95J58UtA,So I Played The Michael Jackson HORROR GAME..,,,,,,,,,,,,,,
DANTE TRANSFORMS,1,https://youtube.com/watch?v=CLRDO6YAZn8,DANTE TRANSFORMS | Devil May Cry 5 - Part 6,,,,,,,,,,,,,,
SECRET ENDING / BOSS FIGHT,1,https://youtube.com/watch?v=MkjJ9C2iqfc,SECRET ENDING / BOSS FIGHT | Resident Evil 2 REMAKE - Part 7 (Claire),,,,,,,,,,,,,,
INFECTED,1,https://youtube.com/watch?v=b-A0hFJbThQ,INFECTED | Resident Evil 2 REMAKE - Part 6 (Claire),https://store.steampowered.com/app/1360000,1360000,$15.99,"Action, Casual, Indie, Simulation, Early Access","Single-player, Full controller support, Steam Cloud, Family Sharing",DigX Studios,DigX Studios,Indie,Playable,"Aug 6, 2020","6,475 reviews",,"The Infected is a sandbox, first-person, open-world survival game. Build bases, craft, farm, hunt, and survive changing seasons. Choose whether to face the hybrid “Vambies” or turn them off for a pure",Windows
THE UNDERGROUND,1,https://youtube.com/watch?v=KADKFExweyM,THE UNDERGROUND | Resident Evil 2 REMAKE - Part 5 (Claire),https://store.steampowered.com/app/513230,513230,$1.99,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",Mehsoft,Mehsoft,Indie,Playable,"Sep 1, 2016","1,305 reviews",,Moscow: somewhere in the near future. The city and perhaps the Earth's surface has turned into a radioactive ash. Those who decided that they could not exist in such conditions began to live under the,"Windows, Mac"
ESCAPING THE ORPHANAGE,1,https://youtube.com/watch?v=IGDJ0RMUQyQ,ESCAPING THE ORPHANAGE | Resident Evil 2 REMAKE - Part 4 (Claire),,,,,,,,,,,,,,
DAUGHTER OF A MONSTER,1,https://youtube.com/watch?v=Ul2bJM7b018,DAUGHTER OF A MONSTER! | Resident Evil 2 REMAKE - Part 2 (Claire),,,,,,,,,,,,,,
CLAIRE REDFIELD,1,https://youtube.com/watch?v=HxAhUXct1h8,CLAIRE REDFIELD | Resident Evil 2 REMAKE - Part 1 (Claire),https://store.steampowered.com/app/1295350,1295350,$2.99,Action,"Single-player, Multi-player, PvP, Online PvP, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Cloud, Family Sharing","CAPCOM Co., Ltd., NeoBards Entertainment Ltd.","CAPCOM Co., Ltd.",AAA,Unknown,"Aug 5, 2020",No reviews,,"This costume allows the female survivors (Valerie, January, Becca and Jill) to wear the outfit seen on Claire Redfield as she searched for her missing brother in Resident Evil 2 (2019). Costumes can b",Windows
FINAL TYRANT BOSS FIGHT,1,https://youtube.com/watch?v=R0tyFNdEp_g,FINAL TYRANT BOSS FIGHT | Resident Evil 2 REMAKE - (Leon Ending),,,,,,,,,,,,,,
FINAL G-VIRUS BOSS,1,https://youtube.com/watch?v=UHyDu9pI7TA,FINAL G-VIRUS BOSS | Resident Evil 2 REMAKE - Part 8,,,,,,,,,,,,,,
SHE WANTS IT,1,https://youtube.com/watch?v=CptCQr05J64,SHE WANTS IT.. | Resident Evil 2 REMAKE - Part 7,,,,,,,,,,,,,,
WHAT THE HECK IS THIS,1,https://youtube.com/watch?v=EzH76pky5mg,WHAT THE HECK IS THIS!! | Resident Evil 2 REMAKE - Part 6,,,,,,,,,,,,,,
CHASED BY AN ALLIGATOR,1,https://youtube.com/watch?v=VtITapT7rno,CHASED BY AN ALLIGATOR! | Resident Evil 2 REMAKE - Part 5,,,,,,,,,,,,,,
MR. X IS HERE,1,https://youtube.com/watch?v=NMbGTkhnp14,MR. X IS HERE!! | Resident Evil 2 REMAKE - Part 4,,,,,,,,,,,,,,
MY FIRST BOSS FIGHT,1,https://youtube.com/watch?v=ZuGRCUH7zFQ,MY FIRST BOSS FIGHT! | Resident Evil 2 REMAKE - Part 3,,,,,,,,,,,,,,
THE LICKER,1,https://youtube.com/watch?v=Cwh1AA7ArLA,THE LICKER | Resident Evil 2 REMAKE - Part 2,,,,,,,,,,,,,,
THE HORROR BEGINS,1,https://youtube.com/watch?v=9oVjNuD__6k,THE HORROR BEGINS | Resident Evil 2 REMAKE - Part 1,,,,,,,,,,,,,,
LEE,1,https://youtube.com/watch?v=wWfduE56AJg,LEE! | The Walking Dead The Final Season Episode 3 - ENDING,https://store.steampowered.com/app/3957470,3957470,$4.99,"Action, Adventure","Single-player, Downloadable Content, Steam Achievements, Full controller support, Tracked Controller Support, Custom Volume Controls, Playable without Timed Input, Stereo Sound, Subtitle Options, Surround Sound, Steam Cloud, Family Sharing",IO Interactive A/S,IO Interactive A/S,Indie,Unknown,"Sep 25, 2025",No reviews,,Unlock a series of cosmetics inspired by The Infiltrator Elusive Target mission and gain permanent access to The Dragon - A Two-level Arcade contract featuring The Infiltrator Elusive Target.,"Windows, Mac"
TORTURE,1,https://youtube.com/watch?v=K-pjJ9QKjXU,TORTURE! | The Walking Dead The Final Season Episode 3 - Part 1,https://store.steampowered.com/app/2027370,2027370,$4.99,Casual,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",khukhrovr,khukhrovr,Indie,Verified,"Jun 30, 2022",No reviews,,"Ball Torture is an exciting 2D puzzle game where you control a bowling ball, trying to escape from the recycling compartment. Overcome sharp saws and other obstacles, reach 30 checkpoints, and collect",Windows
ITS TERRIFYING,1,https://youtube.com/watch?v=FViQBbldr4U,ITS TERRIFYING | Resident Evil 2 Remake Gameplay,,,,,,,,,,,,,,
THIS IS ACTUALLY CREEPY,1,https://youtube.com/watch?v=juGhH07pgMc,THIS IS ACTUALLY CREEPY | Batman Arkham Asylum - Part 6,,,,,,,,,,,,,,
WE ARE NOT WANTED HERE,1,https://youtube.com/watch?v=zaWgrL40zsA,WE ARE NOT WANTED HERE | The Forest - Part 2,,,,,,,,,,,,,,
